company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,language,cleaned_pros,cleaned_cons,sentiment_label
amazon,Chennai (India)," Sep 9, 2015",Former Employee - Software Development Engineer,good,good work life balance. good co-interns. learnt a lot,probably not a challenging work,none,4.0,5.0,5.0,4.0,4.0,4.0,0,es,good work life balance good cointerns learnt lot,probably not challenging work,POS
amazon,none," Aug 24, 2015",Former Employee - Anonymous Employee,amazon amazon,best compay .. good work ethics..good home pickup too.always recommended as a startup job,ok not many cons tho,none,5.0,4.0,4.0,5.0,4.0,4.0,0,es,best compay good work ethicsgood home pickup tooalways recommended a startup job,ok not many con tho,POS
amazon,"Dublin, Co. Dublin (Ireland)"," Aug 14, 2015",Former Employee - Anonymous Employee,Flawed System,Can learn a lot from colleagues if you are motivated.,Zero transparency consistency with internal promotion.... salary way below market rates... best talent leaves on a consistent basis. Staff chain-smoking outside with bags under their eyes and pager bleeping on a Friday evening...,"Don't be so arrogant, you are not that good...... Why are all the smart people leaving?",1.0,2.0,2.0,1.0,1.0,1.0,15,es,can learn lot from colleague if you are motivated,zero transparency consistency with internal promotion salary way below market rate best talent leaf on consistent basis staff chainsmoking outside with bag under their eye and pager bleeping on friday evening,POS
amazon,none," Jul 14, 2015",Former Employee - Anonymous Employee,financial analyst,"creative , efficient, fast pace, nice working atomosphere. a good brand,","reception not so helpful, other things are good",none,4.0,none,none,none,none,none,0,es,creative efficient fast pace nice working atomosphere good brand,reception not so helpful other thing are good,POS
amazon,Hyderabad (India)," Jun 2, 2015",Current Employee - Anonymous Employee,Software Development Engineer,- Ownership - Distributed System - Experience as a engineer,- Too much work - No work life balance,none,4.0,none,none,none,none,none,0,es,ownership distributed system experience a engineer,too much work work life balance,NEU
amazon,Hyderabad (India)," Jun 2, 2015",Current Employee - Anonymous Employee,Software Development Engineer,- Ownership - Distributed System - Experience as a engineer,- Too much work - No work life balance,none,4.0,none,none,none,none,none,0,es,ownership distributed system experience a engineer,too much work work life balance,NEU
amazon,Bengaluru (India)," Jun 6, 2015",Current Employee - Catalog Associate,It has a good working environment,Good facilities. Good friends. Freshers can have their star here without hesitation. Totally you will have a nice experience if you are at Amazon.,We are allowed for IJP from non tech to tech fields unless u r 4m IIT or an NIT student. You have to be a good friend to your manager to get promoted to next level. No value for hard work.,Please don't select the managers from call centers as they try 2 apply those management skills here which is annoying.,3.0,3.0,4.0,2.0,3.0,1.0,0,es,good facility good friend fresher can have their star here without hesitation totally you will have nice experience if you are at amazon,we are allowed for ijp from non tech to tech field unless u r m iit or an nit student you have to be good friend to your manager to get promoted to next level value for hard work,POS
amazon,none," May 4, 2015",Current Employee - Anonymous Employee,Good,We have a transparent working culture,Promotions in Amazon is not easy,none,5.0,5.0,5.0,5.0,5.0,3.0,0,es,we have transparent working culture,promotion in amazon is not easy,NEU
amazon,Luxembourg (Luxembourg)," Dec 16, 2014",Current Employee - Project Manager,"Good school, bad people",You learn a lot,"Disrespect is normal with upper management, best people are interns, people are bad, but it also depends in which team you get, you can be Lucky","Keep up the knowledge, most of them don't know what is going On, just live On the position",2.0,3.0,1.0,5.0,4.0,1.0,8,es,you learn lot,disrespect is normal with upper management best people are intern people are bad but it also depends in which team you get you can be lucky,POS
amazon,Cape Town (South Africa)," Aug 15, 2014",Current Employee - Systems Engineer,Great company to grow in your career,"Career growth, experience working at a large successful company.","Could pay better, sometimes the internal culture can be frustrating",none,5.0,3.0,5.0,5.0,3.0,2.0,0,es,career growth experience working at large successful company,could pay better sometimes the internal culture can be frustrating,POS
amazon,Chennai (India)," May 1, 2014",Current Employee - Software Development Engineer,sde azn,they pay you a good salary,varies from team to team,none,4.0,3.0,none,4.0,4.0,4.0,0,es,they pay you good salary,varies from team to team,NEU
amazon,Chennai (India)," Apr 13, 2014",Current Employee - Device Associate,Device Associate,i have a great work culture,challange will be common in all place but here there must be no identification is found,none,4.0,4.0,5.0,5.0,4.0,4.0,0,es,i have great work culture,challange will be common in all place but here there must be identification is found,POS
amazon,none," Feb 18, 2013",Former Employee - Anonymous Employee,gud,gud salary has a better work culture than any other companies which boast about themselves. no dress code,nothing much bad to say about it,none,4.0,4.0,3.0,4.0,4.0,3.0,0,es,gud salary better work culture than any other company which boast about themselves dress code,nothing much bad to say about it,NEU
amazon,Bengaluru (India)," Aug 21, 2012",Current Employee - Product Manager,"Terrible Work Life balance, Very Poor rewards (Zero stocks, Zero bonus) for Exceeds/Strong ratings",- Learn a lot - Decent salary,"- Too much of politics (US guys do only that) - Terrible Work life balance - Folks who got Exceeds ratings and strong contribution ratings also got Zero stocks, and less than inflation hike (<9%) - No concept of Performance bonus - No clear direction for management and you keep working all through. Its like throwing 100 stones and hoping 1 hits, and by doing so, you are screwed - Salary structure is organized in a such a way that you will be thrown out in 2 years, if they don't like you.",- Managers can screw up any employee and no feedback loop for them,1.0,1.0,1.0,2.0,1.0,1.0,11,es,learn lot decent salary,too much of politics u guy do only that terrible work life balance folk who got exceeds rating and strong contribution rating also got zero stock and less than inflation hike concept of performance bonus clear direction for management and you keep working all through it like throwing stone and hoping hit and by doing so you are screwed salary structure is organized in such way that you will be thrown out in year if they dont like you,NEU
amazon,none," May 3, 2010",Former Employee - Anonymous Employee,ok,"pay were ok, benefits were ok, a good working atmosphere, some perks, good coworkers, health insurance ok, casual work dress","management clueless, poor communication, goals not clearly stated , not enough flexibility, hard to move up, few clear cut paths to move up","listen to your workers, communicate more effectively, inclusion, create more opportunity and clear paths for growth and promotion, value people",4.0,4.0,none,4.0,4.0,4.0,1,es,pay were ok benefit were ok good working atmosphere some perk good coworkers health insurance ok casual work dress,management clueless poor communication goal not clearly stated not enough flexibility hard to move up few clear cut path to move up,POS
amazon,none," Jun 28, 2017",Current Employee - Anonymous Employee,C'est une compagnie de perspective très fabuleux attractive pour surtout des jeunes avec plein d'énergie,Nouvelle découverte couverture sanitaire assurée bon salaire couverture des frais scolaire après une année de job possible d'être reemploié après les études,"Dans zones éloigné , travail très dur ,la pause est insuffisante je propose 2 fois 30 mn et une fois 15 mn .",Si possible amazone devrait construire des cité ou maison à louer et appartement pour les travailleurs désireux de amazone non pas loin de l'usine sa serait non seulement busseness mais aussi une grande faveur pour ceux qui viennent de très loin .je vous remercie,4.0,4.0,5.0,4.0,4.0,3.0,0,es,nouvelle découverte couverture sanitaire assurée bon salaire couverture de frais scolaire apr une année job possible dtre reemploié apr études,dans zone éloigné travail trs dur pause est insuffisante je propose fois mn et une fois mn,NEU
amazon,none," Jan 7, 2017",Current Employee - Anonymous Employee,associate,la compania ofrece muchos beneficios,demasiadas horas de pie y el salario no va con el trabajo que se hace,none,4.0,3.0,3.0,5.0,5.0,3.0,0,es,compania ofrece beneficios,demasiadas horas pie salario va trabajo hace,NEU
amazon,none," Nov 26, 2018",Former Employee - Anonymous Employee,Formateru,"Bon collègues, missions challengeantes, volonté de transmettre l'esprit de l'entreprise",Pression qui peut être élevée,none,5.0,4.0,5.0,5.0,5.0,5.0,0,es,bon collgues mission challengeantes volonté transmettre lesprit lentreprise,pression qui peut tre élevée,POS
amazon,none," Nov 12, 2018",Current Employee - Anonymous Employee,Tres bonne ecole,"Projets interessants, collaborateurs competents, entreprise flexible, recherche permanente d'un travail de haute qualite","beaucoup de pression/forte charge de travail, grosse entreprise: forte competition interne, beaucoup de reporting",none,4.0,1.0,4.0,4.0,3.0,4.0,0,es,projets interessants collaborateurs competents entreprise flexible recherche permanente dun travail haute qualite,beaucoup pressionforte charge travail grosse entreprise forte competition interne beaucoup reporting,NEU
amazon,none," Nov 12, 2018",Current Employee - Anonymous Employee,Tres bonne ecole,"Projets interessants, collaborateurs competents, entreprise flexible, recherche permanente d'un travail de haute qualite","beaucoup de pression/forte charge de travail, grosse entreprise: forte competition interne, beaucoup de reporting",none,4.0,1.0,4.0,4.0,3.0,4.0,0,es,projets interessants collaborateurs competents entreprise flexible recherche permanente dun travail haute qualite,beaucoup pressionforte charge travail grosse entreprise forte competition interne beaucoup reporting,NEU
amazon,none," Nov 3, 2018",Current Employee - Anonymous Employee,Très bonne entreprise pour débuter,-Apprentissage en accéléré -Beaucoup de responsabilité très vite,-Niveau d'implication demandé très haut,none,4.0,2.0,5.0,5.0,5.0,3.0,0,es,apprentissage accéléré beaucoup responsabilité trs vite,niveau dimplication demandé trs haut,POS
amazon,none," Nov 5, 2018",Former Employee - Anonymous Employee,Bien mais....,"Culture de l'excellence, Orientation Client, On-boarding, process de recrutement excellent.","Prise en compte de l'humain et empathie inexistante pour une majorité de managers qui ne pensent qu'aux résultats/metrics et à leur intérêt propre et leur carrière au dépens de leurs équipes. Malgré la fausse bonne intention de pouvoir reporter les problématiques, on est vite conseillés de quitter la société plutôt que de regarder les problèmes humains et les gérer...",none,2.0,1.0,3.0,4.0,3.0,1.0,0,es,culture lexcellence orientation client onboarding process recrutement excellent,prise compte lhumain et empathie inexistante pour une majorité manager qui ne pensent quaux résultatsmetrics et leur intért propre et leur carrire au dépens leurs équipes malgré fausse bonne intention pouvoir reporter problématiques on est vite conseillés quitter société plutt regarder problmes humains et gérer,POS
amazon,Paris (France)," Oct 20, 2018",Current Employee - Business Intelligence Manager,Tres satisfait,Entouré de collègues brillants. Toujours de quoi apprendre. Une infinité d'opportunités d'évolution. Une politique RH claire. Des valeus d'entreprise mises en oeuvre au quotidien,Jamais le temps de tout faire. La pression peut etre usante. Pas de place pour les seniors. Aucun respect de l'environnement.,none,5.0,3.0,5.0,5.0,5.0,4.0,0,es,entouré collgues brillants toujours quoi apprendre une infinité dopportunités dévolution une politique rh claire de valeus dentreprise mises oeuvre au quotidien,jamais temp tout faire pression peut etre usante pa place pour senior aucun respect lenvironnement,POS
amazon,Saran (France)," Oct 22, 2018",Former Employee - Anonymous Employee,Moyen,Beaucoup d’heures supplémentaires et horaire de nuit 2x8 horaire,Monotonie . Pas d’aspect d’avenir et répétitif,none,3.0,3.0,4.0,1.0,2.0,1.0,0,es,beaucoup dheures supplémentaires et horaire nuit x horaire,monotonie pa daspect davenir et répétitif,NEU
amazon,Paris (France)," Oct 4, 2018",Former Employee - Préparateur De Commande,Ils m'ont bien formé et j'en suis fière,Par ce que j'aime travaillé à amazon,Il y a aucun inconvénient,"Les dirigeants sont toujours souriants,de bonne humeur et ils motivent",5.0,4.0,4.0,5.0,5.0,5.0,0,es,par ce jaime travaillé amazon,il aucun inconvénient,NEU
amazon,Clichy (France)," Jul 19, 2018",Former Employee - Anonymous Employee,challenging et formateur,"Tout va très vite, les collaborateurs sont très motivés et travailler en équipe est très agréable grâce à cela. Evolution rapide.",Beaucoup de process qui font le succès d'amazon mais parfois peu de flexibilité autour de ces process.,none,4.0,4.0,4.0,5.0,5.0,3.0,0,es,tout va trs vite collaborateurs sont trs motivés et travailler équipe est trs agréable grce cela evolution rapide,beaucoup process qui font succs damazon mais parfois peu flexibilité autour ce process,POS
amazon,Paris (France)," Jul 14, 2018",Current Employee - AWS Consultant,Great Place To Be,"Environnement ultra dynamique, collègues compétents, management de proximité, autonomie, principes de leadership respectés",Environnement tellement passionnant qu'on pourrait en oublier parfois sa vie personnelle,none,5.0,4.0,5.0,5.0,5.0,5.0,0,es,environnement ultra dynamique collgues compétents management proximité autonomie principe leadership respectés,environnement tellement passionnant quon pourrait oublier parfois sa vie personnelle,POS
amazon,Paris (France)," Jun 25, 2018",Current Employee - Senior Account Manager,Environment dynamique,"Bonne ambiance, équilibre vie perso/pro respecté grâce à la flexibilité du travail et beaucoup d'opportunités- croissance très soutenue (au delà de retail).","Croissance trop soutenue, les équipes sont très souvent sous staffées. L'employé est rarement considéré comme un point d'attention.","Si l'entreprise pouvait être davantage centrée sur les employés, les clients en bénéficieront car ce sont les Hommes qui font le succès de l'entreprise.",4.0,4.0,5.0,5.0,3.0,4.0,0,es,bonne ambiance équilibre vie persopro respecté grce flexibilité du travail et beaucoup dopportunités croissance trs soutenue au retail,croissance trop soutenue équipes sont trs souvent sou staffées lemployé est rarement considéré comme point dattention,POS
amazon,none," Jul 8, 2018",Current Employee - Anonymous Employee,Une boîte dynamique mais une dimension humaine à revoir,"Le salaire, la possibilité de discuter avec les ingénieurs","La pression venant d'en haut qui pèse, l'ambiance de rivalité",none,3.0,none,none,none,none,none,0,es,salaire possibilité discuter avec ingénieurs,pression venant den haut qui pse lambiance rivalité,NEU
amazon,Clichy (France)," Jun 22, 2018",Current Employee - Instock Manager,Un poste tres operationnel mais formateur,"Cadre de travail tres agréable, équipe jeune et dynamique, projets intéressants","travail operationnel, peu de perspective d'évolution verticale",none,4.0,4.0,3.0,2.0,4.0,2.0,0,es,cadre travail tres agréable équipe jeune et dynamique projets intéressants,travail operationnel peu perspective dévolution verticale,POS
amazon,none," Jul 4, 2018",Current Employee - Anonymous Employee,le salaire,"tres cool, indépendance dans le travail. les managers à l'ecoute de tous.",le salaire n'est pas à la hauteur des attentes des travailleurs.,none,2.0,none,none,none,none,none,0,es,tres cool indépendance dans travail manager lecoute tous,salaire nest pa hauteur de attentes de travailleurs,POS
amazon,Luxembourg (Luxembourg)," Jul 5, 2018",Current Employee - Senior Instock Manager,Amazon Luxembourg,- Bon salaire - Beaucoup d'autonomie - Opportunités de mobilités internes,- 60 à 70 heures par semaine + Travail le week end - Environement stressant - Grosse competition interne,none,1.0,1.0,1.0,2.0,4.0,1.0,0,es,bon salaire beaucoup dautonomie opportunités mobilités interne,heures par semaine travail week end environement stressant grosse competition interne,POS
amazon,Clichy (France)," May 10, 2018",Current Employee - DRH,Great place to work,"Environnement et ambiance de travail, prise d'initiatives, capacité d'innovation, agilité (rapidité entre les idées, les décisions et les actions mises en oeuvre)",Localisation des locaux en Ile de France,none,5.0,4.0,5.0,5.0,4.0,4.0,0,es,environnement et ambiance travail prise dinitiatives capacité dinnovation agilité rapidité idées décisions et action mises oeuvre,localisation de locaux ile france,NEU
amazon,none," Apr 16, 2018",Current Employee - Anonymous Employee,New Account Manager,"Ambiance Jeune, Challengeante. équipe dynamique. Entreprise en accord avec ses valeurs",Un job qui ne cesse d'évoluer : demande une capacité très forte d'adaptation.,none,4.0,3.0,4.0,4.0,3.0,4.0,0,es,ambiance jeune challengeante équipe dynamique entreprise accord avec s valeurs,job qui ne cesse dévoluer demande une capacité trs forte dadaptation,POS
amazon,Grenoble (France)," Apr 11, 2018",Former Employee - Sales Manager,Evaluation,"Autonomie, Evaluation a refaire en fonction de la situation actuelle","Nombreux deplacements , pression incessante et accrue depuis quelques annees",To be determine,3.0,2.0,2.0,2.0,2.0,2.0,0,es,autonomie evaluation refaire fonction situation actuelle,nombreux deplacements pression incessante et accrue depuis quelques annees,NEU
amazon,none," Mar 23, 2018",Former Employee - Anonymous Employee,Picking,il y a une réduction sur les produits amazon,ce travail est très ennuyeux,none,5.0,none,none,none,none,none,0,es,il une réduction sur produits amazon,ce travail est trs ennuyeux,NEU
amazon,Montélimar (France)," Mar 27, 2018",Current Employee - Associate,Associate mrs1,Action gratuite chaque année Formation interne Horaire en 2x8 Week-end libre Heures supp non imposé Journée déguisé et événements pour la bonne humeur,Prime au bénef très très basse par rapport a certaines entreprises moins connus pourtant Prod a garder au dessus de 90 sinon la vie est moins rose avec les supérieurs Pas de chèques resto ni de prime vacances,"Valoriser les employées qui font de bonnes prod plus souvent,",3.0,4.0,4.0,3.0,3.0,3.0,0,es,action gratuite chaque année formation interne horaire x weekend libre heures supp non imposé journée déguisé et événements pour bonne humeur,prime au bénef trs trs basse par rapport certaines entreprises moins connus pourtant prod garder au dessus sinon vie est moins rose avec supérieurs pa chques resto prime vacances,NEU
amazon,Paris (France)," Feb 23, 2018",Current Employee - Anonymous Employee,Great Place to Grow,"Travailler chez Amazon, c'est de monter en compétence. J'apprends beaucoup, même après plusieurs années d'expérience en entreprise, et l'esprit analytique est fortement appréciée. Faire un poste chez Amazon, c'est de gagner des compétences que vous pouvez prendre avec vous n'importe où dans la vie.  De plus, en tant que jeune parent, je trouve que la boîte est très bien pour encourager un bon équilibre vie perso - vie pro. Je peux bosser depuis la maison, on n'est pas obligés de nous connecter le WE ou pendant les vacances, et partir tôt pour chercher les enfants n'est pas un souci. En plus, plein de bonnes activités pour les enfants/la famille.","Le rythme pendant la journée pourrait être un peu compliquée au début. Il faut bien gérer son agenda et apprendre à dire non aux meetings. Si non, vous pourriez facilement avoir des meetings toute la journée sans cesse. Mais au moins, on a la liberté de gérer son agenda et dire non !","Quelques avantages de plus seraient bienvenues...PEE, aide avec les crèches",5.0,5.0,5.0,5.0,4.0,4.0,3,es,travailler chez amazon cest monter compétence japprends beaucoup mme apr plusieurs années dexpérience entreprise et lesprit analytique est fortement appréciée faire poste chez amazon cest gagner de compétences vous pouvez prendre avec vous nimporte dans vie plus tant jeune parent je trouve bote est trs bien pour encourager bon équilibre vie perso vie pro je peux bosser depuis maison on nest pa obligés nous connecter we ou pendant vacances et partir tt pour chercher enfants nest pa souci plus plein bonnes activités pour enfantsla famille,rythme pendant journée pourrait tre peu compliquée au début il faut bien gérer agenda et apprendre dire non aux meeting si non vous pourriez facilement avoir de meeting toute journée sans cesse mais au moins on liberté gérer agenda et dire non,NEU
amazon,Er Reina (Israel)," Jan 11, 2018",Former Employee - Directeur,Et les externes ça compte aussi le n,Y en espagnol de ce,monde entier pour la république et les activités échappatoire pour la république et les activités échappatoire,pour la république et les activités échappatoire pour la république,4.0,4.0,4.0,4.0,4.0,4.0,0,es,espagnol ce,monde entier pour république et activités échappatoire pour république et activités échappatoire,NEU
amazon,Clichy (France)," Dec 26, 2017",Current Employee - Instock Manager,Une entreprise innovante,"En travaillant chez Amazon, on a vraiment l'impression de participer à la création du monde de demain. Les projets sont challengeants et innovants, et l'on progresse au contact de collègues brillants.","Puisque la culture de l'entreprise de toujours viser plus haut et faire mieux, cela se fait parfois au détriment de l'équilibre vie professionnelle / vie privée, et de certaines relations fournisseur notamment.",none,4.0,3.0,4.0,5.0,4.0,4.0,0,es,travaillant chez amazon on vraiment limpression participer création du monde demain projets sont challengeants et innovants et lon progresse au contact collgues brillants,puisque culture lentreprise toujours viser plus haut et faire mieux cela fait parfois au détriment léquilibre vie professionnelle vie privée et certaines relation fournisseur notamment,POS
amazon,Clichy (France)," Dec 6, 2017",Current Employee - chef de projet digital,Une entreprise à l'écoute des salariés,"Entreprise dynamique, secteur porteur, volonté de toujours aller plus loin et d'innover, équipes solidaires et à l'écoute les unes des autres",Peut amener du stress,Privilégier toujours le bien être du salarié ce qui le pousse à se dépasser,4.0,4.0,5.0,4.0,4.0,4.0,0,es,entreprise dynamique secteur porteur volonté toujours aller plus loin et dinnover équipes solidaires et lécoute unes de autres,peut amener du stress,NEU
amazon,Clichy (France)," Dec 4, 2017",Current Employee - Anonymous Employee,De belles opportunités de carrière mais une gestion des RH déplorable,- Encourage la prise d'initiative - Possibilité de mobilité interne très large - Les champs d'intervention de chaque poste sont très larges et permettent une montée en compétence très rapide,- la qualité du management et la gestion des ressources humaines,none,4.0,3.0,3.0,4.0,4.0,2.0,0,es,encourage prise dinitiative possibilité mobilité interne trs large champ dintervention chaque poste sont trs large et permettent une montée compétence trs rapide,qualité du management et gestion de ressources humaines,NEU
amazon,Clichy (France)," Dec 6, 2017",Current Employee - Site Merchandiser,Entreprise formatrice mais au management inexistant,Boite jeune (moyenne d'age des salariés autour de 29 ans) et très dynamique. Bonne formation. Expérience qui se revend très bien sur le marché du travail.,Management inexistant dû à un turnover excessif : peu de salariés restent plus de 2/3 ans chez Amazon. Emplois très spécialisés qui n'offrent que peu d'épanouissement intellectuel. Niveau hiérarchique de chaque salarié connu de tous ce qui entraine une forte pression/concurrence entre les salariés pour obtenir le plus rapidement possible le niveau supérieur.,none,2.0,1.0,1.0,3.0,3.0,3.0,3,es,boite jeune moyenne dage de salariés autour an et trs dynamique bonne formation expérience qui revend trs bien sur marché du travail,management inexistant d turnover excessif peu salariés restent plus an chez amazon emplois trs spécialisés qui noffrent peu dépanouissement intellectuel niveau hiérarchique chaque salarié connu tous ce qui entraine une forte pressionconcurrence salariés pour obtenir plus rapidement possible niveau supérieur,POS
amazon,none," Nov 7, 2017",Current Employee - Anonymous Employee,Great place to work,"*opportunités de carrière: plan de développement et mentoring *mobilité internationale, environnement international *projets intéressants, responsabilités, challenges *ambiance décontractée *souplesse et flexibilité (travail de la maison, horaires) *forte culture d'entreprise",*pas de vacances pendant la période de fin d'année (novembre-décembre),none,5.0,4.0,5.0,5.0,4.0,5.0,0,es,opportunités carrire plan développement et mentoring mobilité internationale environnement international projets intéressants responsabilités challenge ambiance décontractée souplesse et flexibilité travail maison horaires forte culture dentreprise,pa vacances pendant période fin dannée novembredécembre,NEU
amazon,none," Oct 26, 2017",Former Employee - Anonymous Employee,manager,tu travail et tu te la ferme,marche ou creve ou tu trace ta route,none,3.0,4.0,5.0,3.0,5.0,2.0,1,es,travail et ferme,marche ou creve ou trace ta route,NEU
amazon,none," Sep 15, 2017",Current Employee - Anonymous Employee,Marketing Manager,"Excellente ambiance, opportunités de carrière et entreprise très dynamique.",Équilibre vie professionnelle et vie personnelle,none,4.0,3.0,3.0,5.0,4.0,3.0,0,es,excellente ambiance opportunités carrire et entreprise trs dynamique,équilibre vie professionnelle et vie personnelle,POS
amazon,Paris (France)," Oct 17, 2017",Former Employee - responsable approvisionnement,avis,"l'avantage était la renommée et la performance de l'entreprise, ainsi qu'une vraie orientation client",le travail était répétitif et ennuyeux,none,1.0,1.0,4.0,4.0,2.0,2.0,0,es,lavantage était renommée et performance lentreprise ainsi quune vraie orientation client,travail était répétitif et ennuyeux,NEU
amazon,none," Sep 5, 2017",Current Employee - Anonymous Employee,Marketing Manager,Bonne opportunités de croissance à l'international,On travaille beaucoup et c'est pas toujours simple de joindre les batiments avec la niege,none,4.0,4.0,4.0,5.0,4.0,4.0,0,es,bonne opportunités croissance linternational,on travaille beaucoup et cest pa toujours simple joindre batiments avec niege,POS
amazon,none," Aug 28, 2017",Current Employee - Anonymous Employee,Niveau des salaires,"Salaires avantageux, avantage sociaux, transport, opportunités de develloppement","charge de travail, possibilité de changer de shift",none,4.0,3.0,3.0,3.0,3.0,3.0,0,es,salaires avantageux avantage sociaux transport opportunités develloppement,charge travail possibilité changer shift,NEU
amazon,Paris (France)," Aug 8, 2017",Former Employee - SVP Sales,SVS,"Responsabilité, data driven, lieu de travail, animation, reunion.","Salaire, environnement très concurrentiel, traitement inéquitable des salariés en fonction de leur école (CDD vs CDI)","Que des CDI en France, surtout pour les jeunes diplômés",4.0,5.0,5.0,4.0,3.0,5.0,0,es,responsabilité data driven lieu travail animation reunion,salaire environnement trs concurrentiel traitement inéquitable de salariés fonction leur école cdd v cdi,NEU
amazon,Paris (France)," Aug 8, 2017",Former Employee - SVP Sales,SVS,"Responsabilité, data driven, lieu de travail, animation, reunion.","Salaire, environnement très concurrentiel, traitement inéquitable des salariés en fonction de leur école (CDD vs CDI)","Que des CDI en France, surtout pour les jeunes diplômés",4.0,5.0,5.0,4.0,3.0,5.0,0,es,responsabilité data driven lieu travail animation reunion,salaire environnement trs concurrentiel traitement inéquitable de salariés fonction leur école cdd v cdi,NEU
amazon,Montélimar (France)," Aug 21, 2017",Current Employee - Anonymous Employee,Spartacus,"c'est l'aire d’être toujours à la Fac, il y a une bonne ambiance.","on est des machines, amazoniens :P",none,3.0,2.0,2.0,2.0,2.0,2.0,0,es,cest laire dtre toujours fac il une bonne ambiance,on est de machine amazoniens p,POS
amazon,Clichy (France)," Jul 8, 2017",Former Employee - Marketing Manager,Travail intéressant mais manque de reconnaissance,- Travailler avec des gens brillants et intéressants dans l'ensemble et donc apprendre beaucoup - Possibilité de changer de poste fréquemment - Possibilité de faire du Home Office régulièrement,"- Manque de reconnaissance dans l'ensemble (salaire, humain) - 2 poids, 2 mesures dans ""la course"" au dossier de promotions, dépend vraiment de l'implication du manager et de l'équipe... - Rythme de plus en plus soutenu tout en long de l'année même pendant l'été - Manque d'esprit de cohésion dans de nombreuses équipes",- Mieux récompenser l'ancienneté - Aligner les objectifs de performances pour les dossiers de promotions entre les équipes,4.0,3.0,4.0,4.0,4.0,3.0,1,es,travailler avec de gen brillants et intéressants dans lensemble et donc apprendre beaucoup possibilité changer poste fréquemment possibilité faire du home office régulirement,manque reconnaissance dans lensemble salaire humain poids mesures dans course au dossier promotion dépend vraiment limplication du manager et léquipe rythme plus plus soutenu tout long lannée mme pendant lété manque desprit cohésion dans nombreuses équipes,POS
amazon,none," Jun 27, 2017",Current Employee - Anonymous Employee,Area manager,Bon salaire par rapport aux autres entreprises Primes de 13e mois Actions amazon,Horaires décalés Travail répétitif chaque jour Beaucoup de process et standards,none,4.0,2.0,3.0,4.0,4.0,2.0,0,es,bon salaire par rapport aux autres entreprises prime mois action amazon,horaires décalés travail répétitif chaque jour beaucoup process et standard,NEU
amazon,Clichy (France)," Jun 14, 2017",Current Employee - Marketing Manager,Formateur mais politique,Les leadership principles la qualité du recrutement l'ambition qui règne,rythme difficile à tenir une hiérarchie pesante entre les gens un esprit d'équipe restreint,essayer d'insuffler l'idée que les levels ne sont pas une fin en soi ni un passe droit.,4.0,2.0,5.0,3.0,4.0,5.0,0,es,leadership principle qualité du recrutement lambition qui rgne,rythme difficile tenir une hiérarchie pesante gen esprit déquipe restreint,NEU
amazon,Paris (France)," May 24, 2017",Current Employee - Anonymous Employee,Dream job,"La culture, l'obsession avec le client, l'investissement dans le developpement du personnel","Il n'a pas beaucoup, car tout est tres bon chez Amazon!",Creer plusieurs bureaux pour toucher plus des talents!,5.0,4.0,5.0,5.0,5.0,5.0,1,es,culture lobsession avec client linvestissement dans developpement du personnel,il na pa beaucoup car tout est tres bon chez amazon,NEU
amazon,Clichy (France)," May 24, 2017",Current Employee - Account Manager,Super entreprise stimulante et challengeante,"Amazon pousse ses employés à se réaliser et à créer de nouvelles choses sous la forme de projets en plus des fonctions attitrées de l'employé Un employé d'Amazon peut facilement changer de job au sein d'Amazon, meme de pays, Amazon nous pousse à nous developper dans le sens que l'on souhaite et nous accompagne. C'est une entreprise ou il fait bon vivre, les employés sont jeunes, dynamiques, motivés, nous avons beaucoup d'activités organisées tout au long de l'année, des espaces de détente dans les bureaux etc",Période de pic detravail et d'activité au 4e trimestre de l'année. Environnement compétitif pour obtenir une promotion,none,5.0,4.0,5.0,5.0,4.0,5.0,0,es,amazon pousse s employés réaliser et créer nouvelles choses sou forme projets plus de fonctions attitrées lemployé employé damazon peut facilement changer job au sein damazon meme pay amazon nous pousse nous developper dans sen lon souhaite et nous accompagne cest une entreprise ou il fait bon vivre employés sont jeunes dynamiques motivés nous avon beaucoup dactivités organisées tout au long lannée de espaces détente dans bureau etc,période pic detravail et dactivité au trimestre lannée environnement compétitif pour obtenir une promotion,POS
